process,winlog,@timestamp,file
"{'parent': {'name': 'powershell.exe', 'command_line': '""C:\\Windows\\System32\\WindowsPowerShell\\v1.0\\powershell.exe"" '}, 'name': 'powershell.exe', 'command_line': '""powershell.exe"" & {if (-not (Test-Path \\""""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\T1485.txt\\"""")) { New-Item \\""""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\T1485.txt\\"""" -Force }\n& \\""""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\Sdelete\\sdelete.exe\\"""" -accepteula \\""""C:\\AtomicRedTeam\\atomics\\..\\ExternalPayloads\\T1485.txt\\""""}'}",{'task': 'Process Create (rule: ProcessCreate)'},2025-03-26T17:12:39.294Z,
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.328Z,{'path': 'C:\\Windows\\System32\\mscoree.dll'}
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.345Z,{'path': 'C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\mscoreei.dll'}
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.357Z,{'path': 'C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\clr.dll'}
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.357Z,{'path': 'C:\\Windows\\assembly\\NativeImages_v4.0.30319_64\\mscorlib\\3597805b7d7dce423abb491985dd28e8\\mscorlib.ni.dll'}
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.376Z,{'path': 'C:\\Windows\\assembly\\NativeImages_v4.0.30319_64\\System.Manaa57fc8cc#\\8861280fa67d054530cfebe1fa86e29f\\System.Management.Automation.ni.dll'}
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.424Z,{'path': 'C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25010.11-0\\MpOAV.dll'}
{'name': 'powershell.exe'},{'task': 'File created (rule: FileCreate)'},2025-03-26T17:12:39.440Z,{'path': 'C:\\Users\\Administrator\\AppData\\Local\\Temp\\__PSScriptPolicyTest_wcv3a4qo.2ia.ps1'}
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.454Z,{'path': 'C:\\Windows\\System32\\urlmon.dll'}
{'name': 'powershell.exe'},{'task': 'File Delete archived (rule: FileDelete)'},2025-03-26T17:12:39.470Z,{'path': 'C:\\Users\\Administrator\\AppData\\Local\\Temp\\__PSScriptPolicyTest_wcv3a4qo.2ia.ps1'}
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.502Z,{'path': 'C:\\Windows\\Microsoft.NET\\Framework64\\v4.0.30319\\clrjit.dll'}
{'name': 'powershell.exe'},{'task': 'Image loaded (rule: ImageLoad)'},2025-03-26T17:12:39.571Z,{'path': 'C:\\ProgramData\\Microsoft\\Windows Defender\\Platform\\4.18.25010.11-0\\MpClient.dll'}
{'name': 'powershell.exe'},{'task': 'File created (rule: FileCreate)'},2025-03-26T17:12:39.943Z,{'path': 'C:\\Users\\Administrator\\AppData\\Local\\Microsoft\\Windows\\PowerShell\\StartupProfileData-NonInteractive'}
